Time,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20
0,0.979618387358521,0.972122749858174,0.990372056055632,0.974407426036746,0.985944230564621,0.902867415246411,0.947108837454194,0.909673002578087,0.951859494251054,0.982531379540205,0.980336439160244,0.96279733591901,0.910621634492866,0.992033203983656,0.994273698427693,0.953912646504286,0.917112106635643,0.936891654606389,0.937627221027883,0.922618767975268
0.05,0.901210133131706,0.894407111015699,0.91105176547766,0.896546061776317,0.906890071753346,0.830466174073483,0.871153448926164,0.836717139119382,0.875822383014013,0.903824532290894,0.901866629476954,0.885618538439364,0.837674979701309,0.912505150353068,0.914563027731306,0.877412085204693,0.843711738498842,0.862036661908943,0.862764123332779,0.848690837549502
0.1,0.82903250405436,0.822568522880866,0.838079897960049,0.824408458025223,0.83427607716127,0.763985226638168,0.801433766659968,0.769800320708209,0.805268247917471,0.831181107218108,0.829695859811998,0.814773250213347,0.770428207818887,0.839600554324333,0.841775824375785,0.807648853939726,0.776067013085464,0.793014532103639,0.793666493311558,0.780670414731786
0.15,0.762613581797764,0.756544747426872,0.770791391722991,0.758421574766423,0.767541546473823,0.70280186180599,0.737282090078989,0.707994133487268,0.740908332919223,0.764625558923792,0.762878461744114,0.749555904460088,0.708542245460009,0.771919189449628,0.774210255436247,0.742815140940515,0.713800559384009,0.729459088549038,0.729973452223103,0.718283088198477
0.2,0.701496091169128,0.695733856481896,0.709077209786547,0.697664360429151,0.706036648491008,0.646496306522438,0.677961971348694,0.651150545737992,0.681669373916554,0.703386965586756,0.70188676219091,0.689449760332319,0.651860518314669,0.710225564471621,0.71206230393898,0.683183101709416,0.656563625250522,0.670941305336356,0.671269486218014,0.660700868307917
0.25,0.645354045667394,0.640114307614349,0.652271877238643,0.641600002324835,0.649380917700032,0.594676960691887,0.623522847558639,0.598869557717549,0.626947279720877,0.64703672425414,0.645640938465728,0.634060533261763,0.599677105650958,0.653393683106812,0.654897345104381,0.628336260112086,0.603914704544177,0.617077941394239,0.617472908010351,0.607665146340938
0.3,0.593510358361867,0.588867919060022,0.599987466330119,0.590028383884704,0.597196690415663,0.546992916267845,0.573668812606859,0.550766571818268,0.576616636210952,0.595179700051667,0.593745103542198,0.583096613610346,0.551631889568654,0.600930013912482,0.602271170205251,0.577891745786761,0.555486972273697,0.56748883443706,0.567931802876518,0.558821002427583
0.35,0.545817910511284,0.541683541753537,0.551947445063784,0.54258927853928,0.549259690287353,0.503112178732854,0.527676072410247,0.50668326257196,0.530324340362754,0.547470016873603,0.545880421033349,0.536163094008899,0.507406568077087,0.552598974978441,0.553872464080208,0.531481660786075,0.510973668984895,0.521848043391887,0.522366911970458,0.513937248862189
0.4,0.501946463937727,0.49820796848143,0.507654650972661,0.499161329918972,0.50512725892241,0.462732709625855,0.485405598041137,0.466108617110146,0.487894599040885,0.503567260280717,0.502151120592562,0.493190887620176,0.466692291072107,0.508079344314684,0.509348057045021,0.4887952483215,0.469879171482031,0.479842951714534,0.480457911738428,0.472622190281451
0.45,0.461623192327894,0.458189538735674,0.46691674293618,0.459205392877599,0.464533192028188,0.425767801830634,0.446431868538114,0.428850837223378,0.448796969372095,0.463168930261269,0.461918447840021,0.453772166298726,0.429212433153956,0.467340023316844,0.468388022990727,0.449534880840135,0.43207432109786,0.441366198622151,0.442146886933883,0.434616863760527
