Time,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20
0,0.35406720328099,0.271891180550935,0.31162068929251,0.0791239306743717,0.243946659369023,0.095972804227487,0.285077788671566,0.028578185840257,0.0599461769911867,0.181519083490768,0.156375120929494,0.166719787172315,0.393625489751662,0.135797365356303,0.169134246003523,0.280439502360371,0.0512057598880691,0.267670121813758,0.342209122338365,0.0482446453188649
0.05,0.449222544722955,0.370052007332744,0.409643875712261,0.186191538205181,0.344873934159635,0.196789247112224,0.381049289067317,0.133094222711329,0.166034903426192,0.284902357573873,0.260621616734901,0.269315555815532,0.481381076274493,0.242108957812431,0.274099034407631,0.377179791948231,0.155040799908933,0.363062981704262,0.434172899391815,0.152858258709411
0.1,0.533554442931954,0.457764008318789,0.496667222032118,0.282751225194315,0.434458657750616,0.285939452343686,0.465675468892634,0.225649409353316,0.261794634973018,0.377466464757437,0.353517647632581,0.360307642110223,0.558612608055809,0.336579572467412,0.366760269538721,0.461684959212779,0.247598072204288,0.447683990033944,0.515644529283869,0.245964334789778
0.15,0.607255915753089,0.534541763106977,0.573232440061941,0.367349558913547,0.513007981759858,0.364077997625076,0.539562256220174,0.307516253637069,0.345202307076932,0.458478419465573,0.436198854592965,0.440367233477577,0.625401320931443,0.421146597213614,0.449546579021577,0.536708878006777,0.3290500485445,0.521638986639822,0.586732811873024,0.327459477141126
0.2,0.670633176129145,0.600966878657119,0.638967257671516,0.441191266920105,0.581221106080724,0.431617942288751,0.603672837239817,0.378551437740353,0.417824216786935,0.528822727875147,0.507141179039391,0.509984842908087,0.681548897746312,0.493732786216519,0.52158689866112,0.601275166403166,0.39963025918451,0.585280401951857,0.647768355108638,0.398590610039189
0.25,0.72386930698608,0.656599220842958,0.694696488372151,0.504960161063143,0.639410892587811,0.489062651260401,0.657498364348424,0.439251108474599,0.480548501670935,0.588908977403069,0.568066056028062,0.569557185653979,0.728144862260403,0.556095518265012,0.583267954852355,0.655800463413046,0.459906328145857,0.639010162740152,0.698501561258879,0.45954943157279
0.3,0.768043742874955,0.702807508039653,0.740871457002229,0.558757193453886,0.688023814943726,0.536965811520327,0.701339299717199,0.490228115302981,0.533357578531826,0.639229197776222,0.619491088377212,0.619389544391898,0.765731370765225,0.608946472062308,0.635155745810187,0.700781824937375,0.510433700080409,0.683363623469339,0.740018345376902,0.510862985363273
0.35,0.803256819087756,0.740062738887184,0.777840962476895,0.603145584509606,0.727300913522999,0.575962928218388,0.736593080300415,0.531696552564194,0.57684314887755,0.680309211856801,0.661894556329837,0.660143886468038,0.79488512922045,0.652566359972665,0.677670944502812,0.736826646443431,0.551765120638324,0.718884499829784,0.772760637097943,0.552896609324399
0.4,0.830100793560482,0.769048350028351,0.806569639314527,0.638270734817408,0.75809054553378,0.60672829631253,0.763501679177433,0.564820966660369,0.611313864296851,0.712787756391731,0.694903088353582,0.691860494455512,0.816266525995239,0.687533084706492,0.711449831265964,0.764538086990197,0.585020775028586,0.746201901651751,0.797373988296518,0.586508690012094
0.45,0.849157905643568,0.790319661179844,0.827459280185132,0.66536339217599,0.780959627941728,0.629537736130061,0.783046987505615,0.590117917452642,0.63802199683853,0.737325957763106,0.719946877366171,0.715471648128227,0.830551316705026,0.713874533767902,0.737148794465727,0.784589730227181,0.61054282154511,0.765590624585571,0.814037962600728,0.612339516845694
