Time,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20
0,0.0150955464958208,0.134142735985119,0.197669574655708,0.279498332933918,0.361888895226945,0.0731689877659656,0.391472259856464,0.0169724550002967,0.288975836946737,0.320132230140961,0.0693554452476022,0.210750332203318,0.00619485025440758,0.19587505520641,0.107647770559422,0.120581979484826,0.0712529817601351,0.352746600180724,0.0625619808906254,0.192808824412743
0.05,0.110367287189679,0.211850988634603,0.274355932673269,0.344194832010226,0.422497908311493,0.157734367893186,0.445914970953337,0.10522422572047,0.355791232460939,0.384108522676422,0.156406718258287,0.283789308699188,0.0927206903729465,0.273134488404118,0.19240440090196,0.20406391080822,0.157706723322571,0.409850601915594,0.149807720209754,0.264996878318947
0.1,0.194699520019674,0.279859464267411,0.341678680753079,0.400477989827482,0.47502831491013,0.232776348677852,0.492605638826767,0.183004743798828,0.415161185234551,0.439971994542561,0.233369149480886,0.347749807462314,0.16866143663971,0.341001666441108,0.266143966491271,0.27656620602452,0.234910044768378,0.459109495897319,0.22706487061009,0.328575894779402
0.15,0.26929946767219,0.339020324493122,0.401029448034212,0.448637518116725,0.520722809186588,0.299850572232774,0.533055288671269,0.25258951874862,0.46672397757883,0.488277502959607,0.302291673334497,0.404220781691427,0.235358890439979,0.401918951094726,0.332046815269977,0.341421322306385,0.30396930792462,0.501664334918822,0.295377043540119,0.38469182786453
0.2,0.335288290599567,0.390910241901707,0.452945566402138,0.490668972006214,0.560736202975755,0.360030315330686,0.568578467414842,0.314767244091868,0.512344334093487,0.530489753276217,0.363007498066141,0.454352343393245,0.293747688761349,0.455338276086857,0.390234090957478,0.398580651106086,0.365828291994351,0.538597582643822,0.355815300865761,0.434957906097406
0.25,0.39350985971475,0.436142029213394,0.498662851732471,0.527753947626881,0.595834753107173,0.414201576931669,0.599546265687506,0.370609653284394,0.553088220878892,0.567516509632616,0.417406482323594,0.499000933800692,0.345470209222728,0.503016124097955,0.441728007123986,0.449037678562892,0.421462218000576,0.570783620458015,0.408883046163569,0.480103913125201
0.3,0.445277715222981,0.476207883012034,0.538959837165657,0.560566545802205,0.626689969839816,0.463084648077193,0.626600357225397,0.421002373219754,0.589404410859933,0.600105789077709,0.466283706007569,0.538793791475605,0.391444711592292,0.545762461402688,0.487445021811095,0.493638647948561,0.471632177682039,0.598985349485579,0.455905489417458,0.520848276649237
0.35,0.491072702483882,0.511796638411758,0.574413977122246,0.589821031478926,0.653754226318637,0.507313092062972,0.650623090786966,0.466454493032476,0.621904417829193,0.628872255995971,0.510252126451345,0.57440432106701,0.432434117143783,0.584037044615504,0.528069861059669,0.533143045556278,0.516921817700724,0.623837825214531,0.49758037974809,0.557665419078016
0.4,0.531614393348398,0.543564752596873,0.605805733974287,0.615918844041553,0.677641547612773,0.547414961591397,0.671922063833172,0.507820813803001,0.650952181078538,0.654381812438847,0.549373474420498,0.606132200740678,0.469140260711647,0.618343091901262,0.564284109700894,0.568212110172915,0.558072520871109,0.645870120830314,0.534592863218404,0.59113111019956
0.45,0.567489509299428,0.572018795354521,0.633555866548072,0.639530914423089,0.698769542816111,0.583616746029224,0.690983107096877,0.54547818463391,0.677198480235507,0.677098683342308,0.584570669321053,0.634550552974875,0.502148905411524,0.648846762518302,0.596643286797816,0.599431422718816,0.595377340159554,0.665391377088146,0.567259563763557,0.621638955010975
0.5,0.59899008242426,0.597623505212003,0.658145926578755,0.661053722406065,0.717517558787521,0.616734137065085,0.708085830239453,0.580199897394498,0.700971585955879,0.697282619732506,0.616295691102412,0.660358703603357,0.53178094964942,0.67621222846702,0.625279941745727,0.627258254813585,0.629167997403621,0.682945256113456,0.596650986843048,0.649408605346655
0.55,0.626985403899419,0.620602534995269,0.679887386025399,0.680718488169516,0.734026522169818,0.646968190882938,0.723521325920804,0.612062750379515,0.722577508878232,0.715557657356101,0.644891898722833,0.683689577542485,0.558752984783484,0.70081068452533,0.651134581701055,0.652012779731789,0.659773257949821,0.698870063407792,0.623112220183278,0.674847929838585
0.6,0.652253521915199,0.641550297689618,0.699535816197614,0.698950367598444,0.748886497260549,0.674628575686867,0.737443838241719,0.641040748382034,0.742168441585862,0.732097681217523,0.67095292292261,0.704772933122156,0.583381931937309,0.722961252135882,0.674547103231618,0.674251511144135,0.68738019283973,0.713434667767547,0.647015405182623,0.698187788588991
0.65,0.67506893593517,0.660741588985599,0.717030549537611,0.715865150490724,0.76234268933956,0.699957364853651,0.750244024684985,0.667826281080126,0.760397464443324,0.747163089085725,0.694467659305803,0.723946304404926,0.606005642748577,0.742779480375332,0.695817458104534,0.694595000311752,0.712915544426957,0.726754726841995,0.668670245888287,0.719782452214135
0.7,0.695333332766734,0.678437013219337,0.732615548147685,0.731663963750708,0.774605647800861,0.722917863914607,0.762092529525486,0.692445283276715,0.776779319159879,0.76090800230375,0.715759668567169,0.74135377253107,0.626835691056496,0.760848386477582,0.71513561784211,0.713242319174035,0.736505754258493,0.739258895323327,0.687816716866376,0.739815318476482
0.75,0.71314034620827,0.694791723020025,0.74688432031314,0.746426123844752,0.785819244307934,0.744151039004451,0.773153704794723,0.715657003171086,0.792008332685896,0.773373385153521,0.735255861557184,0.757544784165006,0.646405717873605,0.777366197373876,0.732957866464888,0.730092013853643,0.758097735566595,0.751077119801401,0.705766088818545,0.758368692663677
